db_id,query,query_toks,query_toks_no_value,question,question_toks,sql.except,sql.from.conds,sql.from.table_units,sql.groupBy,sql.having,sql.intersect,sql.limit,sql.orderBy,sql.select,sql.union,sql.where,sql.intersect.except,sql.intersect.from.conds,sql.intersect.from.table_units,sql.intersect.groupBy,sql.intersect.having,sql.intersect.intersect,sql.intersect.limit,sql.intersect.orderBy,sql.intersect.select,sql.intersect.union,sql.intersect.where,sql.union.except,sql.union.from.conds,sql.union.from.table_units,sql.union.groupBy,sql.union.having,sql.union.intersect,sql.union.limit,sql.union.orderBy,sql.union.select,sql.union.union,sql.union.where,sql.except.except,sql.except.from.conds,sql.except.from.table_units,sql.except.groupBy,sql.except.having,sql.except.intersect,sql.except.limit,sql.except.orderBy,sql.except.select,sql.except.union,sql.except.where
products_gen_characteristics,"SELECT t1.product_name FROM products AS t1 JOIN ref_product_categories AS t2 ON t1.product_category_code  =  t2.product_category_code JOIN ref_colors AS t3 ON t1.color_code  =  t3.color_code WHERE t3.color_description  =  ""white"" AND t2.unit_of_measure != ""Handful""","['SELECT', 't1.product_name', 'FROM', 'products', 'AS', 't1', 'JOIN', 'ref_product_categories', 'AS', 't2', 'ON', 't1.product_category_code', '=', 't2.product_category_code', 'JOIN', 'ref_colors', 'AS', 't3', 'ON', 't1.color_code', '=', 't3.color_code', 'WHERE', 't3.color_description', '=', '``', 'white', ""''"", 'AND', 't2.unit_of_measure', '!', '=', '``', 'Handful', ""''""]","['select', 't1', '.', 'product_name', 'from', 'products', 'as', 't1', 'join', 'ref_product_categories', 'as', 't2', 'on', 't1', '.', 'product_category_code', '=', 't2', '.', 'product_category_code', 'join', 'ref_colors', 'as', 't3', 'on', 't1', '.', 'color_code', '=', 't3', '.', 'color_code', 'where', 't3', '.', 'color_description', '=', 'value', 'and', 't2', '.', 'unit_of_measure', '!', '=', 'value']","Find the product names that are colored 'white' but do not have unit of measurement ""Handful"".","['Find', 'the', 'product', 'names', 'that', 'are', 'colored', ""'white"", ""'"", 'but', 'do', 'not', 'have', 'unit', 'of', 'measurement', '``', 'Handful', ""''"", '.']",,"[[False, 2, [0, [0, 15, False], None], [0, 5, False], None]]","[['table_unit', 4], ['table_unit', 2]]",[],[],,,[],"[False, [[0, [0, [0, 16, False], None]]]]",,"[[False, 2, [0, [0, 4, False], None], '""white""', None], 'and', [False, 7, [0, [0, 7, False], None], '""Handful""', None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
products_gen_characteristics,"SELECT t1.product_name FROM products AS t1 JOIN ref_product_categories AS t2 ON t1.product_category_code  =  t2.product_category_code JOIN ref_colors AS t3 ON t1.color_code  =  t3.color_code WHERE t3.color_description  =  ""white"" AND t2.unit_of_measure != ""Handful""","['SELECT', 't1.product_name', 'FROM', 'products', 'AS', 't1', 'JOIN', 'ref_product_categories', 'AS', 't2', 'ON', 't1.product_category_code', '=', 't2.product_category_code', 'JOIN', 'ref_colors', 'AS', 't3', 'ON', 't1.color_code', '=', 't3.color_code', 'WHERE', 't3.color_description', '=', '``', 'white', ""''"", 'AND', 't2.unit_of_measure', '!', '=', '``', 'Handful', ""''""]","['select', 't1', '.', 'product_name', 'from', 'products', 'as', 't1', 'join', 'ref_product_categories', 'as', 't2', 'on', 't1', '.', 'product_category_code', '=', 't2', '.', 'product_category_code', 'join', 'ref_colors', 'as', 't3', 'on', 't1', '.', 'color_code', '=', 't3', '.', 'color_code', 'where', 't3', '.', 'color_description', '=', 'value', 'and', 't2', '.', 'unit_of_measure', '!', '=', 'value']",What are the names of products that are not 'white' in color and are not measured by the unit 'Handful'?,"['What', 'are', 'the', 'names', 'of', 'products', 'that', 'are', 'not', ""'white"", ""'"", 'in', 'color', 'and', 'are', 'not', 'measured', 'by', 'the', 'unit', ""'Handful"", ""'"", '?']",,"[[False, 2, [0, [0, 15, False], None], [0, 5, False], None]]","[['table_unit', 4], ['table_unit', 2]]",[],[],,,[],"[False, [[0, [0, [0, 16, False], None]]]]",,"[[False, 2, [0, [0, 4, False], None], '""white""', None], 'and', [False, 7, [0, [0, 7, False], None], '""Handful""', None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
products_gen_characteristics,SELECT t2.color_description FROM products AS t1 JOIN ref_colors AS t2 ON t1.color_code  =  t2.color_code GROUP BY t2.color_description ORDER BY count(*) DESC LIMIT 1,"['SELECT', 't2.color_description', 'FROM', 'products', 'AS', 't1', 'JOIN', 'ref_colors', 'AS', 't2', 'ON', 't1.color_code', '=', 't2.color_code', 'GROUP', 'BY', 't2.color_description', 'ORDER', 'BY', 'count', '(', '*', ')', 'DESC', 'LIMIT', '1']","['select', 't2', '.', 'color_description', 'from', 'products', 'as', 't1', 'join', 'ref_colors', 'as', 't2', 'on', 't1', '.', 'color_code', '=', 't2', '.', 'color_code', 'group', 'by', 't2', '.', 'color_description', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",What is the description of the color for most products?,"['What', 'is', 'the', 'description', 'of', 'the', 'color', 'for', 'most', 'products', '?']",,"[[False, 2, [0, [0, 14, False], None], [0, 3, False], None]]","[['table_unit', 4], ['table_unit', 1]]","[[0, 4, False]]",[],,1.0,"['desc', [[0, [3, 0, False], None]]]","[False, [[0, [0, [0, 4, False], None]]]]",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
products_gen_characteristics,SELECT t2.color_description FROM products AS t1 JOIN ref_colors AS t2 ON t1.color_code  =  t2.color_code GROUP BY t2.color_description ORDER BY count(*) DESC LIMIT 1,"['SELECT', 't2.color_description', 'FROM', 'products', 'AS', 't1', 'JOIN', 'ref_colors', 'AS', 't2', 'ON', 't1.color_code', '=', 't2.color_code', 'GROUP', 'BY', 't2.color_description', 'ORDER', 'BY', 'count', '(', '*', ')', 'DESC', 'LIMIT', '1']","['select', 't2', '.', 'color_description', 'from', 'products', 'as', 't1', 'join', 'ref_colors', 'as', 't2', 'on', 't1', '.', 'color_code', '=', 't2', '.', 'color_code', 'group', 'by', 't2', '.', 'color_description', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",Return the color description that is most common across all products.,"['Return', 'the', 'color', 'description', 'that', 'is', 'most', 'common', 'across', 'all', 'products', '.']",,"[[False, 2, [0, [0, 14, False], None], [0, 3, False], None]]","[['table_unit', 4], ['table_unit', 1]]","[[0, 4, False]]",[],,1.0,"['desc', [[0, [3, 0, False], None]]]","[False, [[0, [0, [0, 4, False], None]]]]",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
products_gen_characteristics,SELECT t2.color_description FROM products AS t1 JOIN ref_colors AS t2 ON t1.color_code  =  t2.color_code GROUP BY t2.color_description ORDER BY count(*) ASC LIMIT 1,"['SELECT', 't2.color_description', 'FROM', 'products', 'AS', 't1', 'JOIN', 'ref_colors', 'AS', 't2', 'ON', 't1.color_code', '=', 't2.color_code', 'GROUP', 'BY', 't2.color_description', 'ORDER', 'BY', 'count', '(', '*', ')', 'ASC', 'LIMIT', '1']","['select', 't2', '.', 'color_description', 'from', 'products', 'as', 't1', 'join', 'ref_colors', 'as', 't2', 'on', 't1', '.', 'color_code', '=', 't2', '.', 'color_code', 'group', 'by', 't2', '.', 'color_description', 'order', 'by', 'count', '(', '*', ')', 'asc', 'limit', 'value']",What is the description of the color used by least products?,"['What', 'is', 'the', 'description', 'of', 'the', 'color', 'used', 'by', 'least', 'products', '?']",,"[[False, 2, [0, [0, 14, False], None], [0, 3, False], None]]","[['table_unit', 4], ['table_unit', 1]]","[[0, 4, False]]",[],,1.0,"['asc', [[0, [3, 0, False], None]]]","[False, [[0, [0, [0, 4, False], None]]]]",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
products_gen_characteristics,SELECT t2.color_description FROM products AS t1 JOIN ref_colors AS t2 ON t1.color_code  =  t2.color_code GROUP BY t2.color_description ORDER BY count(*) ASC LIMIT 1,"['SELECT', 't2.color_description', 'FROM', 'products', 'AS', 't1', 'JOIN', 'ref_colors', 'AS', 't2', 'ON', 't1.color_code', '=', 't2.color_code', 'GROUP', 'BY', 't2.color_description', 'ORDER', 'BY', 'count', '(', '*', ')', 'ASC', 'LIMIT', '1']","['select', 't2', '.', 'color_description', 'from', 'products', 'as', 't1', 'join', 'ref_colors', 'as', 't2', 'on', 't1', '.', 'color_code', '=', 't2', '.', 'color_code', 'group', 'by', 't2', '.', 'color_description', 'order', 'by', 'count', '(', '*', ')', 'asc', 'limit', 'value']",Give the color description that is least common across products.,"['Give', 'the', 'color', 'description', 'that', 'is', 'least', 'common', 'across', 'products', '.']",,"[[False, 2, [0, [0, 14, False], None], [0, 3, False], None]]","[['table_unit', 4], ['table_unit', 1]]","[[0, 4, False]]",[],,1.0,"['asc', [[0, [3, 0, False], None]]]","[False, [[0, [0, [0, 4, False], None]]]]",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
products_gen_characteristics,SELECT t3.characteristic_name FROM products AS t1 JOIN product_characteristics AS t2 ON t1.product_id  =  t2.product_id JOIN CHARACTERISTICS AS t3 ON t2.characteristic_id  =  t3.characteristic_id GROUP BY t3.characteristic_name ORDER BY count(*) DESC LIMIT 1,"['SELECT', 't3.characteristic_name', 'FROM', 'products', 'AS', 't1', 'JOIN', 'product_characteristics', 'AS', 't2', 'ON', 't1.product_id', '=', 't2.product_id', 'JOIN', 'CHARACTERISTICS', 'AS', 't3', 'ON', 't2.characteristic_id', '=', 't3.characteristic_id', 'GROUP', 'BY', 't3.characteristic_name', 'ORDER', 'BY', 'count', '(', '*', ')', 'DESC', 'LIMIT', '1']","['select', 't3', '.', 'characteristic_name', 'from', 'products', 'as', 't1', 'join', 'product_characteristics', 'as', 't2', 'on', 't1', '.', 'product_id', '=', 't2', '.', 'product_id', 'join', 'characteristics', 'as', 't3', 'on', 't2', '.', 'characteristic_id', '=', 't3', '.', 'characteristic_id', 'group', 'by', 't3', '.', 'characteristic_name', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",What is the characteristic name used by most number of the products?,"['What', 'is', 'the', 'characteristic', 'name', 'used', 'by', 'most', 'number', 'of', 'the', 'products', '?']",,"[[False, 2, [0, [0, 13, False], None], [0, 21, False], None]]","[['table_unit', 4], ['table_unit', 5]]","[[0, 11, False]]",[],,1.0,"['desc', [[0, [3, 0, False], None]]]","[False, [[0, [0, [0, 11, False], None]]]]",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
products_gen_characteristics,SELECT t3.characteristic_name FROM products AS t1 JOIN product_characteristics AS t2 ON t1.product_id  =  t2.product_id JOIN CHARACTERISTICS AS t3 ON t2.characteristic_id  =  t3.characteristic_id GROUP BY t3.characteristic_name ORDER BY count(*) DESC LIMIT 1,"['SELECT', 't3.characteristic_name', 'FROM', 'products', 'AS', 't1', 'JOIN', 'product_characteristics', 'AS', 't2', 'ON', 't1.product_id', '=', 't2.product_id', 'JOIN', 'CHARACTERISTICS', 'AS', 't3', 'ON', 't2.characteristic_id', '=', 't3.characteristic_id', 'GROUP', 'BY', 't3.characteristic_name', 'ORDER', 'BY', 'count', '(', '*', ')', 'DESC', 'LIMIT', '1']","['select', 't3', '.', 'characteristic_name', 'from', 'products', 'as', 't1', 'join', 'product_characteristics', 'as', 't2', 'on', 't1', '.', 'product_id', '=', 't2', '.', 'product_id', 'join', 'characteristics', 'as', 't3', 'on', 't2', '.', 'characteristic_id', '=', 't3', '.', 'characteristic_id', 'group', 'by', 't3', '.', 'characteristic_name', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",Return the name of the characteristic that is most common across all products.,"['Return', 'the', 'name', 'of', 'the', 'characteristic', 'that', 'is', 'most', 'common', 'across', 'all', 'products', '.']",,"[[False, 2, [0, [0, 13, False], None], [0, 21, False], None]]","[['table_unit', 4], ['table_unit', 5]]","[[0, 11, False]]",[],,1.0,"['desc', [[0, [3, 0, False], None]]]","[False, [[0, [0, [0, 11, False], None]]]]",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
products_gen_characteristics,"SELECT characteristic_name ,  other_characteristic_details ,  characteristic_data_type FROM CHARACTERISTICS EXCEPT SELECT t1.characteristic_name ,  t1.other_characteristic_details ,  t1.characteristic_data_type FROM CHARACTERISTICS AS t1 JOIN product_characteristics AS t2 ON t1.characteristic_id  =  t2.characteristic_id","['SELECT', 'characteristic_name', ',', 'other_characteristic_details', ',', 'characteristic_data_type', 'FROM', 'CHARACTERISTICS', 'EXCEPT', 'SELECT', 't1.characteristic_name', ',', 't1.other_characteristic_details', ',', 't1.characteristic_data_type', 'FROM', 'CHARACTERISTICS', 'AS', 't1', 'JOIN', 'product_characteristics', 'AS', 't2', 'ON', 't1.characteristic_id', '=', 't2.characteristic_id']","['select', 'characteristic_name', ',', 'other_characteristic_details', ',', 'characteristic_data_type', 'from', 'characteristics', 'except', 'select', 't1', '.', 'characteristic_name', ',', 't1', '.', 'other_characteristic_details', ',', 't1', '.', 'characteristic_data_type', 'from', 'characteristics', 'as', 't1', 'join', 'product_characteristics', 'as', 't2', 'on', 't1', '.', 'characteristic_id', '=', 't2', '.', 'characteristic_id']","What are the names, details and data types of the characteristics which are never used by any product?","['What', 'are', 'the', 'names', ',', 'details', 'and', 'data', 'types', 'of', 'the', 'characteristics', 'which', 'are', 'never', 'used', 'by', 'any', 'product', '?']",,[],"[['table_unit', 3]]",[],[],,,[],"[False, [[0, [0, [0, 11, False], None]], [0, [0, [0, 12, False], None]], [0, [0, [0, 10, False], None]]]]",,[],,,,,,,,,,,,,,,,,,,,,,,,"[[False, 2, [0, [0, 8, False], None], [0, 22, False], None]]","[['table_unit', 3], ['table_unit', 5]]",[],[],,,[],"[False, [[0, [0, [0, 11, False], None]], [0, [0, [0, 12, False], None]], [0, [0, [0, 10, False], None]]]]",,[]
products_gen_characteristics,"SELECT characteristic_name ,  other_characteristic_details ,  characteristic_data_type FROM CHARACTERISTICS EXCEPT SELECT t1.characteristic_name ,  t1.other_characteristic_details ,  t1.characteristic_data_type FROM CHARACTERISTICS AS t1 JOIN product_characteristics AS t2 ON t1.characteristic_id  =  t2.characteristic_id","['SELECT', 'characteristic_name', ',', 'other_characteristic_details', ',', 'characteristic_data_type', 'FROM', 'CHARACTERISTICS', 'EXCEPT', 'SELECT', 't1.characteristic_name', ',', 't1.other_characteristic_details', ',', 't1.characteristic_data_type', 'FROM', 'CHARACTERISTICS', 'AS', 't1', 'JOIN', 'product_characteristics', 'AS', 't2', 'ON', 't1.characteristic_id', '=', 't2.characteristic_id']","['select', 'characteristic_name', ',', 'other_characteristic_details', ',', 'characteristic_data_type', 'from', 'characteristics', 'except', 'select', 't1', '.', 'characteristic_name', ',', 't1', '.', 'other_characteristic_details', ',', 't1', '.', 'characteristic_data_type', 'from', 'characteristics', 'as', 't1', 'join', 'product_characteristics', 'as', 't2', 'on', 't1', '.', 'characteristic_id', '=', 't2', '.', 'characteristic_id']","Give the names, details, and data types of characteristics that are not found in any product.","['Give', 'the', 'names', ',', 'details', ',', 'and', 'data', 'types', 'of', 'characteristics', 'that', 'are', 'not', 'found', 'in', 'any', 'product', '.']",,[],"[['table_unit', 3]]",[],[],,,[],"[False, [[0, [0, [0, 11, False], None]], [0, [0, [0, 12, False], None]], [0, [0, [0, 10, False], None]]]]",,[],,,,,,,,,,,,,,,,,,,,,,,,"[[False, 2, [0, [0, 8, False], None], [0, 22, False], None]]","[['table_unit', 3], ['table_unit', 5]]",[],[],,,[],"[False, [[0, [0, [0, 11, False], None]], [0, [0, [0, 12, False], None]], [0, [0, [0, 10, False], None]]]]",,[]
products_gen_characteristics,SELECT t3.characteristic_name FROM products AS t1 JOIN product_characteristics AS t2 ON t1.product_id  =  t2.product_id JOIN CHARACTERISTICS AS t3 ON t2.characteristic_id  =  t3.characteristic_id GROUP BY t3.characteristic_name HAVING count(*)  >= 2,"['SELECT', 't3.characteristic_name', 'FROM', 'products', 'AS', 't1', 'JOIN', 'product_characteristics', 'AS', 't2', 'ON', 't1.product_id', '=', 't2.product_id', 'JOIN', 'CHARACTERISTICS', 'AS', 't3', 'ON', 't2.characteristic_id', '=', 't3.characteristic_id', 'GROUP', 'BY', 't3.characteristic_name', 'HAVING', 'count', '(', '*', ')', '>', '=', '2']","['select', 't3', '.', 'characteristic_name', 'from', 'products', 'as', 't1', 'join', 'product_characteristics', 'as', 't2', 'on', 't1', '.', 'product_id', '=', 't2', '.', 'product_id', 'join', 'characteristics', 'as', 't3', 'on', 't2', '.', 'characteristic_id', '=', 't3', '.', 'characteristic_id', 'group', 'by', 't3', '.', 'characteristic_name', 'having', 'count', '(', '*', ')', '>', '=', 'value']",What are characteristic names used at least twice across all products?,"['What', 'are', 'characteristic', 'names', 'used', 'at', 'least', 'twice', 'across', 'all', 'products', '?']",,"[[False, 2, [0, [0, 13, False], None], [0, 21, False], None]]","[['table_unit', 4], ['table_unit', 5]]","[[0, 11, False]]","[[False, 5, [0, [3, 0, False], None], 2.0, None]]",,,[],"[False, [[0, [0, [0, 11, False], None]]]]",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
products_gen_characteristics,SELECT t3.characteristic_name FROM products AS t1 JOIN product_characteristics AS t2 ON t1.product_id  =  t2.product_id JOIN CHARACTERISTICS AS t3 ON t2.characteristic_id  =  t3.characteristic_id GROUP BY t3.characteristic_name HAVING count(*)  >= 2,"['SELECT', 't3.characteristic_name', 'FROM', 'products', 'AS', 't1', 'JOIN', 'product_characteristics', 'AS', 't2', 'ON', 't1.product_id', '=', 't2.product_id', 'JOIN', 'CHARACTERISTICS', 'AS', 't3', 'ON', 't2.characteristic_id', '=', 't3.characteristic_id', 'GROUP', 'BY', 't3.characteristic_name', 'HAVING', 'count', '(', '*', ')', '>', '=', '2']","['select', 't3', '.', 'characteristic_name', 'from', 'products', 'as', 't1', 'join', 'product_characteristics', 'as', 't2', 'on', 't1', '.', 'product_id', '=', 't2', '.', 'product_id', 'join', 'characteristics', 'as', 't3', 'on', 't2', '.', 'characteristic_id', '=', 't3', '.', 'characteristic_id', 'group', 'by', 't3', '.', 'characteristic_name', 'having', 'count', '(', '*', ')', '>', '=', 'value']",Give the names of characteristics that are in two or more products?,"['Give', 'the', 'names', 'of', 'characteristics', 'that', 'are', 'in', 'two', 'or', 'more', 'products', '?']",,"[[False, 2, [0, [0, 13, False], None], [0, 21, False], None]]","[['table_unit', 4], ['table_unit', 5]]","[[0, 11, False]]","[[False, 5, [0, [3, 0, False], None], 2.0, None]]",,,[],"[False, [[0, [0, [0, 11, False], None]]]]",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
products_gen_characteristics,SELECT count(*) FROM Ref_colors WHERE color_code NOT IN ( SELECT color_code FROM products ),"['SELECT', 'count', '(', '*', ')', 'FROM', 'Ref_colors', 'WHERE', 'color_code', 'NOT', 'IN', '(', 'SELECT', 'color_code', 'FROM', 'products', ')']","['select', 'count', '(', '*', ')', 'from', 'ref_colors', 'where', 'color_code', 'not', 'in', '(', 'select', 'color_code', 'from', 'products', ')']",How many colors are never used by any product?,"['How', 'many', 'colors', 'are', 'never', 'used', 'by', 'any', 'product', '?']",,[],"[['table_unit', 1]]",[],[],,,[],"[False, [[3, [0, [0, 0, False], None]]]]",,"[[True, 8, [0, [0, 3, False], None], {'except': None, 'from': {'conds': [], 'table_units': [['table_unit', 4]]}, 'groupBy': [], 'having': [], 'intersect': None, 'limit': None, 'orderBy': [], 'select': [False, [[0, [0, [0, 14, False], None]]]], 'union': None, 'where': []}, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
products_gen_characteristics,SELECT count(*) FROM Ref_colors WHERE color_code NOT IN ( SELECT color_code FROM products ),"['SELECT', 'count', '(', '*', ')', 'FROM', 'Ref_colors', 'WHERE', 'color_code', 'NOT', 'IN', '(', 'SELECT', 'color_code', 'FROM', 'products', ')']","['select', 'count', '(', '*', ')', 'from', 'ref_colors', 'where', 'color_code', 'not', 'in', '(', 'select', 'color_code', 'from', 'products', ')']",Count the number of colors that are not used in any products.,"['Count', 'the', 'number', 'of', 'colors', 'that', 'are', 'not', 'used', 'in', 'any', 'products', '.']",,[],"[['table_unit', 1]]",[],[],,,[],"[False, [[3, [0, [0, 0, False], None]]]]",,"[[True, 8, [0, [0, 3, False], None], {'except': None, 'from': {'conds': [], 'table_units': [['table_unit', 4]]}, 'groupBy': [], 'having': [], 'intersect': None, 'limit': None, 'orderBy': [], 'select': [False, [[0, [0, [0, 14, False], None]]]], 'union': None, 'where': []}, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swimming,SELECT count(*) FROM event,"['SELECT', 'count', '(', '*', ')', 'FROM', 'event']","['select', 'count', '(', '*', ')', 'from', 'event']",How many events are there?,"['How', 'many', 'events', 'are', 'there', '?']",,[],"[['table_unit', 2]]",[],[],,,[],"[False, [[3, [0, [0, 0, False], None]]]]",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swimming,SELECT name FROM event ORDER BY YEAR DESC,"['SELECT', 'name', 'FROM', 'event', 'ORDER', 'BY', 'YEAR', 'DESC']","['select', 'name', 'from', 'event', 'order', 'by', 'year', 'desc']",List all the event names by year from the most recent to the oldest.,"['List', 'all', 'the', 'event', 'names', 'by', 'year', 'from', 'the', 'most', 'recent', 'to', 'the', 'oldest', '.']",,[],"[['table_unit', 2]]",[],[],,,"['desc', [[0, [0, 21, False], None]]]","[False, [[0, [0, [0, 19, False], None]]]]",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swimming,SELECT name FROM event ORDER BY YEAR DESC LIMIT 1,"['SELECT', 'name', 'FROM', 'event', 'ORDER', 'BY', 'YEAR', 'DESC', 'LIMIT', '1']","['select', 'name', 'from', 'event', 'order', 'by', 'year', 'desc', 'limit', 'value']",What is the name of the event that happened in the most recent year?,"['What', 'is', 'the', 'name', 'of', 'the', 'event', 'that', 'happened', 'in', 'the', 'most', 'recent', 'year', '?']",,[],"[['table_unit', 2]]",[],[],,1.0,"['desc', [[0, [0, 21, False], None]]]","[False, [[0, [0, [0, 19, False], None]]]]",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swimming,SELECT count(*) FROM stadium,"['SELECT', 'count', '(', '*', ')', 'FROM', 'stadium']","['select', 'count', '(', '*', ')', 'from', 'stadium']",How many stadiums are there?,"['How', 'many', 'stadiums', 'are', 'there', '?']",,[],"[['table_unit', 1]]",[],[],,,[],"[False, [[3, [0, [0, 0, False], None]]]]",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swimming,SELECT name FROM stadium ORDER BY capacity DESC LIMIT 1,"['SELECT', 'name', 'FROM', 'stadium', 'ORDER', 'BY', 'capacity', 'DESC', 'LIMIT', '1']","['select', 'name', 'from', 'stadium', 'order', 'by', 'capacity', 'desc', 'limit', 'value']",Find the name of the stadium that has the maximum capacity.,"['Find', 'the', 'name', 'of', 'the', 'stadium', 'that', 'has', 'the', 'maximum', 'capacity', '.']",,[],"[['table_unit', 1]]",[],[],,1.0,"['desc', [[0, [0, 14, False], None]]]","[False, [[0, [0, [0, 13, False], None]]]]",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swimming,SELECT name FROM stadium WHERE capacity  <  (SELECT avg(capacity) FROM stadium),"['SELECT', 'name', 'FROM', 'stadium', 'WHERE', 'capacity', '<', '(', 'SELECT', 'avg', '(', 'capacity', ')', 'FROM', 'stadium', ')']","['select', 'name', 'from', 'stadium', 'where', 'capacity', '<', '(', 'select', 'avg', '(', 'capacity', ')', 'from', 'stadium', ')']",Find the names of stadiums whose capacity is smaller than the average capacity.,"['Find', 'the', 'names', 'of', 'stadiums', 'whose', 'capacity', 'is', 'smaller', 'than', 'the', 'average', 'capacity', '.']",,[],"[['table_unit', 1]]",[],[],,,[],"[False, [[0, [0, [0, 13, False], None]]]]",,"[[False, 4, [0, [0, 14, False], None], {'except': None, 'from': {'conds': [], 'table_units': [['table_unit', 1]]}, 'groupBy': [], 'having': [], 'intersect': None, 'limit': None, 'orderBy': [], 'select': [False, [[5, [0, [0, 14, False], None]]]], 'union': None, 'where': []}, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swimming,SELECT country FROM stadium GROUP BY country ORDER BY count(*) DESC LIMIT 1,"['SELECT', 'country', 'FROM', 'stadium', 'GROUP', 'BY', 'country', 'ORDER', 'BY', 'count', '(', '*', ')', 'DESC', 'LIMIT', '1']","['select', 'country', 'from', 'stadium', 'group', 'by', 'country', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",Find the country that has the most stadiums.,"['Find', 'the', 'country', 'that', 'has', 'the', 'most', 'stadiums', '.']",,[],"[['table_unit', 1]]","[[0, 16, False]]",[],,1.0,"['desc', [[0, [3, 0, False], None]]]","[False, [[0, [0, [0, 16, False], None]]]]",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swimming,SELECT country FROM stadium GROUP BY country HAVING count(*)  <=  3,"['SELECT', 'country', 'FROM', 'stadium', 'GROUP', 'BY', 'country', 'HAVING', 'count', '(', '*', ')', '<', '=', '3']","['select', 'country', 'from', 'stadium', 'group', 'by', 'country', 'having', 'count', '(', '*', ')', '<', '=', 'value']",Which country has at most 3 stadiums listed?,"['Which', 'country', 'has', 'at', 'most', '3', 'stadiums', 'listed', '?']",,[],"[['table_unit', 1]]","[[0, 16, False]]","[[False, 6, [0, [3, 0, False], None], 3.0, None]]",,,[],"[False, [[0, [0, [0, 16, False], None]]]]",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swimming,SELECT country FROM stadium WHERE capacity  >  60000 INTERSECT SELECT country FROM stadium WHERE capacity  <  50000,"['SELECT', 'country', 'FROM', 'stadium', 'WHERE', 'capacity', '>', '60000', 'INTERSECT', 'SELECT', 'country', 'FROM', 'stadium', 'WHERE', 'capacity', '<', '50000']","['select', 'country', 'from', 'stadium', 'where', 'capacity', '>', 'value', 'intersect', 'select', 'country', 'from', 'stadium', 'where', 'capacity', '<', 'value']",Which country has both stadiums with capacity greater than 60000 and stadiums with capacity less than 50000?,"['Which', 'country', 'has', 'both', 'stadiums', 'with', 'capacity', 'greater', 'than', '60000', 'and', 'stadiums', 'with', 'capacity', 'less', 'than', '50000', '?']",,[],"[['table_unit', 1]]",[],[],,,[],"[False, [[0, [0, [0, 16, False], None]]]]",,"[[False, 3, [0, [0, 14, False], None], 60000.0, None]]",,[],"[['table_unit', 1]]",[],[],,,[],"[False, [[0, [0, [0, 16, False], None]]]]",,"[[False, 4, [0, [0, 14, False], None], 50000.0, None]]",,,,,,,,,,,,,,,,,,,,,,
swimming,SELECT count(DISTINCT city) FROM stadium WHERE opening_year  <  2006,"['SELECT', 'count', '(', 'DISTINCT', 'city', ')', 'FROM', 'stadium', 'WHERE', 'opening_year', '<', '2006']","['select', 'count', '(', 'distinct', 'city', ')', 'from', 'stadium', 'where', 'opening_year', '<', 'value']",How many cities have a stadium that was opened before the year of 2006?,"['How', 'many', 'cities', 'have', 'a', 'stadium', 'that', 'was', 'opened', 'before', 'the', 'year', 'of', '2006', '?']",,[],"[['table_unit', 1]]",[],[],,,[],"[False, [[3, [0, [0, 15, True], None]]]]",,"[[False, 4, [0, [0, 17, False], None], 2006.0, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
